title,content,media,keyword
レジャー施設内を走行　自動で走るバス　実証実験,"
自動で走るバスの実証実験を山梨県内を中心に観光や交通事業を営む企業などが共同で始めました。
無人で走行するバスの実験はレジャー施設内で行われていますが将来的には山間地や高齢者の利用に向け公道での実用化を目指しています。
誰も乗っていない状態で走行するバス。これはソフトバンクの子会社「ＳＢドライブ」が研究を進めている自律走行バス「ナビヤアルマ」です。
１１月２５日行われたこのバスの実証実験はＳＢドライブと富士急行、それに神奈川県にあるレジャー施設相模湖リゾートが共同で始めたもので早速多くの来場者が試乗していました。
このバスは車両につけられているセンサーを利用して一度走行したルートを記憶し、センサーとＧＰＳの情報をもとに自動に走行する仕組みで今回の実験では施設の入り口から近くのアトラクションまでのおよそ２５０メートルを走行します。
また、バスを待つ人や乗車している人の状況を離れた場所で確認することができ出発などの指示を遠隔操作で行います。
富士急行が所有する相模湖リゾートではこのバスが導入されれば人手不足の解決にもつながると期待を寄せています。
こうした無人走行の実験はこれまで歩道と車道が分離した状況で行われていました。
しかし、今回は初めて人と車が同じ道路を行きかう中で実施され将来、高齢者などが買い物や通院で利用できる無人走行のバスに向け多くのデータを集めることにしています。
この実証実験は１２月１日まで行われ、来場者はだれでも乗ることができます。




[UTYテレビ山梨]",UTYテレビ山梨,ソフトバンク
PayPay、ebookjapanの電子書籍購入で最大20％還元のキャンペーン,"
　PayPayは、12月26日から2020年1月13日まで「年末年始は電子書籍で最大20％戻ってくる！」キャンペーンを開催する。

　本キャンペーンでは電子書籍販売サイト「ebookjapan」での購入に「PayPay残高」を使って支払うと、最大20％のボーナスを付与。付与上限額は期間中1万円で、 特定サービス利用特典の1％は除く。対象書籍はebookjapanで販売している全ての電子書籍で、ebookjapanアプリ、Yahoo!ショッピング版「ebookjapan」の商品は対象外。また、このキャンペーンは2020年1月の「いつもどこかでワクワクペイペイ」として行う。

　ebookjapanでは、毎週金曜日に、ソフトバンク／Y!mobile利用者などがPayPayで電子書籍を購入すると、最大30％が付与されるキャンペーンを実施している。「年末年始は電子書籍で最大20％戻ってくる！」と組み合わせれば、期間中の金曜日（12月27日／1月3日／1月10日）に購入額の最大50％が付与される。",ITmedia Mobile,ソフトバンク
中国・大連のIT企業・YIDATEC、アウトソーシングで日本企業のDX実現を支援,"
　11月12日から14日まで、東京都でガートナージャパンの経営者向けイベント「Gartner IT Symposium/Xpo 2019」が開催された。国内企業だけではなく、海外企業も多数出展。その中で、日本市場向けに精力的に取り組んでいる中国のIT企業を紹介する。

　中国大連市で2006年に設立した大連億達信息技術有限公司（YIDATEC）は、設立当初から日本市場に進出し、オフショア開発をはじめ、BPO（ビジネスプロセスアウトソーシング）や人材育成、新規拠点の立ち上げ支援などを手掛けてきた会社だ。現在は、日本に加え、中国、欧米市場に展開している。
 

　YIDATECの鄭時雨CEOは、「日本・中国市場ではインターネット業界、欧米では製薬業界を中心に取り組んでいる。日本の主な顧客はソフトバンク、富士ゼロックス、ソニー、楽天など」と説明。「欧米では世界トップ20に入る大手製薬会社の7割にわれわれのサービスを提供している。また。アジア太平洋地域に進出している欧米企業向けにシステムマネジメントイノベーションサービスを提供している」と話す。

　日本市場の今後の展開で、鍵となるのがデジタルトランスフォーメーション（DX）だ。「いまやDXは第2フェーズに入っている。第1フェーズはDXの浸透だったが、今は実装するフェーズに入った」と鄭CEOは話す。DXで実現すべきものは新しい価値観を生み出すデジタルイノベーションであり、それを実現するために重要なことがデジタル化運営、そしてアウトソーシングだという。

　「デジタル化運営により、本来の運用を改善し、向上させることができる。それがデジタルイノベーションの基礎になる。デジタル化運営が、企業にとって重要な戦略になると考えている」と説明。顧客企業がデジタル化運営を実現できるように既存のIT資産と業務プロセスをデジタル化し、RPAと自動化技術によって人的資源の使用を削減、業務の効率を高めるサービスの提供に努めている。

　DX実現の支援に向けて各IT企業がさまざまな取り組みを行っている中、「デジタル化運用に着目した企業はYIDATECが日本市場で最初だと思う」と鄭CEOは話し、早い時期から取り組んできたノウハウの豊富さなどが優位性であると強調した。

　設立当初から日本市場で展開している同社。東京・新宿のオフィスには200人を超えるスタッフが勤務し、日本企業のDX実現のためにITサービスを提供している。
 ",BCN,ソフトバンク
ソフトバンク、カメラ搭載の“IoT蛍光灯”を使った防犯サービス　クラウド経由で遠隔監視,"
　ソフトバンクは11月25日、カメラ一体型のLED蛍光灯を活用した防犯サービス「SecuLight」（セキュライト）を発表した。蛍光灯は4Gデータ通信に対応しており、撮影したデータをクラウド上に自動送信できる。管理者は遠隔地から映像を確認し、トラブル発生時に迅速な対応を取れる。提供開始時期は2020年春の予定。【図】サービスの仕組み　同サービスで使用する蛍光灯は、ベンチャー企業のMOYAIが開発した「IoTube」（アイオーチューブ）。SecuLightでは同製品の他、映像管理用のクラウド環境、映像確認用のWebアプリケーション、蛍光灯の保守・運用サービスをセットで提供する。映像データには難読化処理を施し、外部流出を防ぐ。Webアプリにアクセス制限を設定できる管理機能も用意する。

　蛍光灯を取り付けられる照明器具があれば、防犯カメラの設置工事を行わずに利用できるのが特徴。鉄道車両などへの導入を見込む。車両内でトラブルが起きた際に、管理者が遠隔地から映像を確認でき、迅速な指示や対応が可能になるとしている。",ITmedia NEWS,ソフトバンク
ワイモバイルで「データ増量無料キャンペーン2」、データ増量オプションが最大13カ月間無料に,"
　ソフトバンクとウィルコム沖縄は、ワイモバイル（Y!mobile）のキャンペーンとして、新規契約、MNP、契約変更で「スマホベーシックプランS/M/R」に申し込んだユーザーを対象に、「データ増量オプション」の月額利用料（500円）を最大13カ月間無料とする「データ増量無料キャンペーン2」を11月29日から提供する。

　データ増量無料キャンペーン2は、新規契約、MNP、ソフトバンクからの番号移行、PHSまたは4G-Sプランからの契約変更で「スマホベーシックプランS/M/R」の契約と同時に「データ増量オプション」に加入すると、「データ増量オプション」の月額利用料（500円）が初月無料特典とあわせて最大13カ月間無料になるキャンペーン。

　データ増量オプションでは、月間のデータ容量がスマホベーシックプランSは3GBから4GBに、Mは9GBから12GBに、Rは14GBから17GBに増量される。

　なお、11月28日までデータ容量の増加量が同様の「データ増量無料キャンペーン」を実施しているが、データ増量オプションの無料期間を最大25カ月間から13カ月間に変更して継続する形となる。",Impress Watch,ソフトバンク
ソフトバンク、LED一体型カメラを活用した法人向けIoT防犯カメラサービス「SecuLight」2020年春に提供,"
　ソフトバンクは11月25日、4Gデータ通信機能を備えたLED蛍光灯一体型カメラを活用したIoT防犯カメラサービス「SecuLight（セキュライト）」を発表した。提供開始は2020年春を予定している。「IoTube」本体イメージ　このサービスは別な設置工事や配線工事を必要とせず、工事が困難な場所でも初期費用を抑えて防犯カメラを導入できることが最大の特徴。単体でデータ通信できるので、防犯カメラ録画映像の確認、Webアプリを通じた各機器の状態監視や設定変更、故障検知などの管理を遠隔で一括して行える。物理的な盗難対策に加えて映像データに難読化処理を施すことで、セキュリティ面でも安心して使えるという。

　カメラは、MOYAIが開発したLED蛍光灯と一体化された「IoTube（アイオーチューブ）」を利用。ソフトバンクは防犯カメラ本体、4Gデータ通信サービス、クラウド環境、映像確認や機器管理のための専用Webアプリ、保守・運用サービスをトータルで提供する。

　なお、SecuLightは、11月27～29日に幕張メッセで開催される「第6回鉄道技術展2019 Mass-Trans Innovation Japan 2019」で展示とデモンストレーションを実施する。",ITmedia Mobile,ソフトバンク
24時間テレビに唯一足りないのは「ゴール」である,0,None media,ソフトバンク
ebookjapan、年末年始はPayPay支払いで10%還元,"
まんが・電子書籍販売サイト「ebookjapan」で、支払いにPayPay残高を利用したユーザーを対象に「年末年始は電子書籍で最大20%戻ってくる!」キャンペーンを実施する。期間は12月26日から2020年1月13日。【この記事に関する別の画像を見る】期間中、ebookjapanでの支払いにPayPay残高を利用すると、PayPayボーナス1%、PayPayボーナスライトを9%の合計10%分が付与される。ソフトバンク、ワイモバイルユーザーとYahoo!プレミアム会員の場合は、PayPayボーナスライトが19%付与(合計20%分)となる。付与上限額は期間中1万円。決済の翌月下旬に付与される。

対象商品はebookjapanで販売しているすべての電子書籍。アプリ版やYahoo!ショッピング版「ebookjapan」での購入は対象外。

ebookjapanでは、毎週金曜日にソフトバンク・ワイモバイルユーザーとYahoo!プレミアム会員を対象に、電子書籍を購入すると、購入額の20%から30%(PayPayボーナスライト19～29%、Tポイント1%)を還元するキャンペーンを実施している。今回のキャンペーンと組み合わせることで、期間中の金曜日(12月27日、1月3日、1月10日)は、購入額の最大50%分付与される。",Impress Watch,ソフトバンク
〔東京株式〕続伸＝香港株高で買い先行（25日）,"
　【第1部】米中貿易協議への進展期待に加え、香港などアジア株高が材料となり、買い先行の展開だった。日経平均株価は前営業日比179円93銭高の2万3292円81銭、東証株価指数（TOPIX）は11．62ポイント高の1702．96と、ともに続伸した。
　銘柄の72％が値上がりし、下落は24％だった。出来高は10億1101万株、売買代金は1兆6991億円。
　業種別株価指数（33業種）は鉱業、鉄鋼、海運業が上昇し、下落は精密機器、ゴム製品のみ。
　個別銘柄では、東エレク、キーエンス、村田製が買われ、SUMCO、ソニーは値を上げた。資生堂、エーザイは堅調で、任天堂もしっかり。三菱UFJ、三井住友、みずほFGが強含み、ソフトバンクG、ファーストリテは締まった。半面、トヨタ、日野自が売られ、日本電産、パナソニック、オリンパスは値を下げた。楽天は軟調で、ブリヂストン、横浜ゴムも緩んだ。
　【第2部】続伸。東芝がにぎわい、サイバーSは急伸した。半面、音通は売られた。出来高1億1121万株。
　▽個人投資家が主役の相場
　前週末の米国株式市場は、米中両首脳が協議に前向きな姿勢を示したことが報じられたことで投資家心理が改善し、主要指数は上昇した。この流れを受け、日経平均も約200円上昇して始まった。香港区議選で民主派が圧勝したことを受けてアジア株高となったことも、電子部品など中国関連銘柄への買いを強めた。ただ、午後に入ると利益確定売りに押され、上げ幅をやや縮小した。
　売買代金は週明けということもあり、大きく膨らまなかった。「今週28日の感謝祭を前に、休暇モードに入った米国投資家が取引を控えている」（銀行系証券）という。一方、相場の主役となったのは個人投資家で「10月からの上げ相場で投資余力はまだあり、値動きのある銘柄を個別物色する動きが日本株を支えている」（大手証券）との指摘も出ていた。
　225先物12月きりは、上昇した。終日2万3300円を挟んで高値圏でのもみ合いが続いた。",時事通信,ソフトバンク
ワイモバイルの「ワイモバ学割」が11月29日から、家族も学生も最大13カ月1000円割引,"
　ソフトバンクとウィルコム沖縄は、5～18歳の学生とその家族を対象に、10月1日に提供を開始した「ワイモバイル」のスマートフォン向け料金プラン「スマホベーシックプランM/R」をより安く利用できる「ワイモバ学割」を2019年11月29日から20年6月1日まで実施する。



　条件は学生・家族とも、キャンペーン中に、MNP・新規契約、ソフトバンクからの番号移行、PHSからの契約変更のいずれかで対象プランを契約し、家族は「ワイモバ学割」の適用者と同一の家族グループに加入すること。学生の年齢は申込時点。全機種とも対象で、SIMカードのみ（機種持ち込み）も可。

　契約翌月から6カ月間700円割り引く「新規割」と、契約当月（家族の場合は条件を満たした月）から最大13カ月間1000円割引になる「ワイモバ学割」、新たに開始する「データ増量無料キャンペーン2」を併用でき、「スマホベーシックプランM」の場合、大容量12GBを月額1980円で利用できる。
 

　さらに、2回線目以降の回線を対象とした「家族割引サービス」または「おうち割 光セット（A）」が適用する場合、毎月500円割引となり、最安月額1480円で利用できる。なお、契約初月の月額基本使用料は、日割計算する。

　いずれも契約期間はなく、契約解除料は発生しない。なお、今回の「ワイモバ学割」開始にあわせ、「スマホベーシックプランS/M/R」を申し込むと、初回特典とあわせて、通常500円の「データ増量オプション」の月額料金が最大13カ月間無料になる「データ増量無料キャンペーン2」を実施する。

　具体的には、キャンペーン適用期間中、「プランS」は3GBから4GB、「プランM」は9GBから12GB、プランRは14GBが17GBにそれぞれ上限が増える。なお、追加分のデータ容量は、契約のプランの規定容量を使い切って通信速度が低速化された際、通常速度に戻す時に利用できる仕組みで、対象プランの申し込みと同時に加入が必要。",BCN,ソフトバンク
