title,content,media,keyword
法人向けノートPCで『SEKIRO』をプレイ！ 「GeForce NOW」先行体験会,"
ソフトバンクとNVIDIAは11月27日、クラウドゲーミングサービス「GeForce NOW Powered by SoftBank」の先行体験会を開催した。「GeForce NOW」は、NVIDIAが展開するクラウドゲーミングサービス。ゲームに必要な処理を「GeForce NOW」のサーバー側で実行するので、パソコンやタブレット、スマートフォンなどデバイスのスペックを問わずゲームを遊べる。【写真】2画面スマホ「LG G8X ThinQ」では、1つの画面をコントローラーにしてプレイできる特徴的なのは、Steamや、Epic Gamesなどのデジタルストアで購入したゲームを、GeForce NOWのプラットフォーム上で遊べること。すでにプレイしたことのあるタイトルであれば、セーブデータも引き継げる。つまり、GeForce NOW用に新しくゲームを購入する必要はないというわけだ。

現在はクローズドベータテストの参加者を募集している段階で、第1次のテストが12月17日にスタートする。その時点で遊べるタイトルは、『フォートナイト』や『DARK SOULS II SCHOLAR OF THE FIRST SIN』『DARK SOULS III』『Dead by Daylight』『World of Tanks』『SEKIRO: SHADOWS DIE TWICE』などをはじめ、アメリカやヨーロッパなどですでに遊ばれている500タイトル以上から選べる。

今回の体験会では、GeForce NOWのプラットフォーム上で『フォートナイト』『Dead by Daylight』『SEKIRO』『GRIP』を試遊できた。筆者は、ほかのオンラインプレイヤーに迷惑がかからないよう、ソロで遊べる『SEKIRO』を選択。USBでPS4の「DUALSHOCK 4」をノートパソコンに接続して試遊してみた。

実際にプレイしてみたところ、キャラクターの操作に違和感はなかった。会場で数十人が一斉にプレイしていたこともあり、通信状態はあまりよくない様子で、若干の音飛びや画面のカクツキが見られたが、「普通にゲームできる」という印象だ。

だが、体験会で用意されていたパソコンは、一般的な法人向けのノートPC。Intel Core i5搭載の「HP ProBook 450 G3」である。ゲーミングPCでもなければ、イカついグラフィックボードを積んでいるわけでもない。ストリーミングでなければ『SEKIRO』をプレイすること自体が難しいのである。コアなゲーマーはハイスペックなPCでプレイしたいと思うかもしれないが、「遊んでみたいPCゲームはあるけど、ゲーミングPCを買うのはちょっと……」と思っているライト層にとっては、クラウドゲーミングでまずプレイしてみる楽しみかたがフィットしそうだ。また、ゲームのデータもクラウド上に保存されるので、PCのストレージ容量を圧迫する心配もないだろう。

また、体験会ではモバイルのデモも行っていた。端末は「AQUOS R2」「LG G8X ThinQ」だ。用意されていたタイトルはレーシングゲームの『GRIP』。こちらもゲームをプレイするうえで、違和感はまったくなかった。もちろん、PCと同様に『SEKIRO』などもプレイ可能だ。ただし、専用のコントローラーがないと、操作は難しいだろう。


なお、第1次クローズドベータテストのあとには、第2次クローズドベータテストを行う予定だ。募集は2019年12月2日から。

※ NVIDIA、GeForce NOW は、⽶国および/または他国のNVIDIA Corporation の商標および/または登録商標です。

※ 他の企業および製品名は、それらと関連性のある各企業の商標である可能性があります。",マイナビニュース,ソフトバンク
〔東京株式〕強含みもみ合い＝香港法案署名で様子見（28日前場）☆差替,"
　【第1部】日経平均株価は前日比16円19銭高の2万3453円96銭と強含みもみ合い。東証株価指数（TOPIX）は0．43ポイント安の1710．55と小動き。「香港人権・民主主義法案」にトランプ米大統領が署名したことで、米中対立への警戒感がやや強まり、東京市場は様子見ムードとなった。
　銘柄の32％が上昇、62％が下落。出来高は4億7502万株、売買代金は7823億円。
　業種別株価指数（33業種）は、鉄鋼、石油・石炭製品、保険業などが上昇。陸運業、金属製品、電気・ガス業などが下落した。
　トヨタが小高く、日立、パナソニックが値を上げ、東エレクはしっかり。JFE、コスモエネルギが堅調で、共栄タンカーはストップ高買い気配。任天堂が締まり、ソフトバンクG、三菱UFJ、東京海上も上昇した。半面、ファーストリテ、リクルートHDが軟調で、中部電が反落し、JR東日本は続落。LIXILGは売られた。ソニーがさえず、ホンダ、キーエンスも下落。
　【第2部】堅調。東芝が続伸。FRACTALEも値を上げた。音通、那須鉄はさえない。出来高6219万株。
　▽中国の反応待ち
　前日の米国市場は、米中貿易協議の進展期待が引き続き株価を下支えした上、耐久財受注など一部経済指標の強さも好感され、主要株価指数はそろって上昇。このため「午前8時ごろまでは、日経平均も高く始まると思っていた」（大手証券）という。しかし、トランプ米大統領による香港人権法案への署名を受けて、雰囲気は一変。中国の反応を見守ることになった。
　前場の取引時間中、中国は米国の香港人権法成立に対して外務省の声明で「極度の遺憾」を示したが、「最近の中国の反応を見ると、通商問題と香港問題を切り離している節もある」（銀行系証券）とされ、前場はことさらリスク回避姿勢が強まった雰囲気はなかった。とはいえ、今後、具体的な報復措置を示すことも考えられるため、買いの勢いも強まらなかった。
　様子見姿勢の強さを示すのが東証1部の売買代金で、最終的に2兆円を割り込んだ前日よりさらに少ないペースで推移した。日経平均も午前9時30分すぎまでに前場の高値と安値を付けた後は、前日終値を挟んだ狭いレンジ内で行ったり来たりする動意に乏しい展開だった。28日の米国は感謝祭で休場のため、海外投資家による積極的な売り買いはもともと期待しにくいタイミングのため、中国から新たな声明などが出なければ、後場も薄商いになりそうだ。
　225先物12月きりは小幅安。香港人権法の成立に対する中国の反応を見極めようとする姿勢が広がり、利益確定売りに押され気味だ。225オプションはプットが小高く、コールは甘い。",時事通信,ソフトバンク
2画面スマホ「G8X ThinQ」は5万5440円、ソフトバンク,"
　ソフトバンクから12月6日に発売されるLG製2画面スマートフォン「G8X ThinQ」の価格が5万5440円（税込）に決まった。11月29日から予約受付が開始される。

　「G8 ThinQ」は、ディスプレイ搭載の専用カバーを使うことで、2画面スマートフォンとして利用できる。これまでに発売日や予約開始日、価格が10万円以下になることが明らかにされていたが、予約開始を前に価格が決まった。なお、この価格は直販サイト、直営店でのもの。いわゆる一括価格で、店舗によっては、法律で定められた最大2万円の割引が今後適用される可能性もある。

　パッケージには専用カバーや、専用カバー装着時の充電に必要なアダプターなどが同梱される。",Impress Watch,ソフトバンク
GoogleのメッシュWi-Fi「Google Nest Wifi」が日本上陸　11月29日発売,"
　Googleは11月29日、メッシュ型Wi-Fi（無線LAN）ネットワーク機器「Google Nest Wifi」を発売する。Googleストア（Web直販）価格は、外部ネットワークに接続する「ルーター」が1万9800円、Wi-Fiのエリアを拡張する「拡張ポイント」が1万8150円、ルーターと拡張ポイントのセットが3万1900円（いずれも税込み）で、主要な家電量販店でも販売される。【来客にWi-Fiネットワークを提供する「ゲストWi-Fi」機能も装備】",ITmedia Mobile,ソフトバンク
川上哲治さん生誕100年　故郷で企画展　初公開の座像も　熊本・人吉,"
　プロ野球・巨人の選手、監督として戦中～戦後のスポーツ史に大きな足跡を残した川上哲治さん（1920～2013年）の生誕100年を記念する「偉業を伝える企画展」が、川上さんの故郷・熊本県人吉市（旧大村）の人吉クラフトパーク石野公園展示室で開かれている。ユニホーム、直筆書など約150点が展示され、訪れた人たちは郷土の偉人の活躍を懐かしんでいた。来年11月1日まで。無料。【山本泰久】【王選手らに胴上げされる巨人監督の川上哲治さん】　川上さんは1938年に熊本工から巨人に入団。戦争を挟み、58年の引退までに、最優秀選手（MVP）3度、首位打者5度、本塁打王2度などのタイトルを獲得した。引退後は61年に巨人の監督に就任し、監督1年目の61年と63年、65～73年と14年間でリーグ優勝11回を達成し、巨人の黄金期を築いた。

　会場では、遺品の数々やトロフィーのほか、川上さんの指揮下でプレーした王貞治・ソフトバンク球団会長、長嶋茂雄・巨人軍終身名誉監督らが寄せたメッセージも展示。国鉄（現ヤクルト）と巨人で通算400勝を挙げ、今年10月6日に亡くなった金田正一さんはメッセージが間に合わず、川上さんが金田さんに贈った直筆書「平常心是道」が展示されている。

　川上さんが現役引退後、巨人の監督を引き受けるかどうか座禅しながら考えていた様子を、ファンが木彫りの彫刻にして贈ったという座像（高さ約50センチ）も展示。像は、川上さんの自宅にずっと飾られていたといい、今回初公開されている。

　戦後の一時期、川上さんは赤いバットを使い、同時期に青いバットを使った大下弘選手（セネタース―東急―急映―東急―西鉄）と並んで「赤バットの川上、青バットの大下」と人気を二分した。その赤バットは来年2月中旬に展示予定。

　◇野球大会などのイベントも計画　

　人吉市では来年3月23日ごろに「生誕100年記念イベント」（内容は検討中）、8月に中学生野球大会、8～10月に高校生野球交流試合など、さまざまなイベントを計画している。問い合わせは川上哲治生誕100年記念事業実行委事務局（0966・24・7869）へ。",毎日新聞,ソフトバンク
〔東京株式〕小幅高＝米株高受け買い先行（28日前場寄り付き）,"
　【第1部】米国株の上昇を受けて買いが先行し、日経平均株価、東証株価指数（TOPIX）ともに小幅に上昇して始まった。ただ、トランプ米大統領が「香港人権・民主主義法案」に署名し、為替が小幅にドル安・円高方向に振れたことから、上げ幅は広がっていない。
　トヨタ、日立が堅調で、東エレクが締まり、キヤノン、パナソニックは続伸。任天堂は反発している。ソフトバンクGが小高く、三菱UFJ、三井住友はしっかり。武田が強含み、JT、資生堂、NTTも上昇している。半面、ファーストリテが軟調で、コスモス薬品は続落。オープンハウスは大きく値を下げている。ソニーがさえず、キーエンス、ファナックが小安く、シャープは反落。",時事通信,ソフトバンク
2019クリスマスに贈る「プログラミング教材」7選,"
　あと1か月足らずでクリスマス。そこで、クリスマスプレゼントにぴったりな、自宅で遊びながら学べるプログラミング教材を紹介する。2020年度から小学校で始まるプログラミング教育必修化に向けて、年末年始に取り組んでみてはいかがだろうか。関連画像を見る　プログラミング教材は、パソコンやタブレット、スマートフォンなど端末不要で利用できるものから、タブレットなどのアプリから操作するもの、パソコンのブラウザやソフトから操作するものなど幅広い。子どもの興味関心や理解力に合わせて教材を選ぶことをお勧めする。

プリモトイズ「キュベット」
対象年齢：3歳から小学生
価格：2万9,600円（税別）
プリモトイズ「キュベット」

　木製知育玩具「キュベット」は、指先を使ってブロックを組み合わせることでプログラミング的思考を育む。世界100か国以上で導入されているという。プログラミング的思考力で大切な「求める結果から、プロセスを逆算して処理を組み立てる」作業を、キュベットで遊びながら体験することができる。なお、公式Webショップと伊勢丹新宿本店、渋谷ロフトなど全国15小売店では、クリスマス限定の「キュベット ウィンターホリデーボックス」を販売している。

学研のニューブロック　プログラミング
対象年齢：4歳から
価格：1万5,000円（税別）
学研のニューブロック　プログラミング

　学研のニューブロックから、作った作品が動いて光る「学研のニューブロック　プログラミング」が登場。PCやスマホを使わずに、それぞれ異なる役割をもった7色のパーツを組み合わせることで動きをプログラミングする。付属のモーターを通してニューブロックの作品を動かしたり、LEDライトを光らせたりすることができる。他のニューブロックのセットやパーツとも組み合わせることが可能。

ボーネルンド「コーディングロボット クリス」
対象年齢：5歳ごろから
価格：1万5,000円（税別）
コーディングロボット クリス

　遊びながら論理的思考や問題解決力を育む「コーディングロボット クリス」。ロボットのクリスを動かしたい順番にコーディングブロックをセットして指示を送ると、ロボットがコード（指示）通りにマップ上を動く。プログラミングの基礎となる「コーディング」に遊びながら触れられる。16種類の問題カードが付属されており、簡単な問題から難しい問題へステップアップしながら遊べる。

ソニー・インタラクティブエンタテインメント「toio」
対象年齢：6歳から
価格：1万6,980円（税別）
toio

　「toioコンソール」とリング型コントローラー「toioリング」、キューブ型ロボット「toioコア キューブ」で構成されるトイロボット。さまざまなジャンルの専用タイトルと組み合わせて、アクションゲームやパズルゲーム、プログラミングや動きのある工作など、枠にとらわれない自由な遊びを楽しむことができる。ゲームや遊びのシナリオ、ルール、音声などのデータが格納されたカートリッジなど、toio専用タイトルは別売り。

Sphero RVR（スフィロ アールブイアール）
対象年齢：8歳から
価格：3万118円（税込、SoftBank SELECTION オンラインショップ販売価格）
Sphero RVR

　組立てや複雑なセットアップ不要で、すぐに操縦できるプログラミングロボット。本体に搭載された6種類のセンサー（光センサー・赤外線センサー・ジャイロスコープ・カラーセンサー・磁力計・加速度計）を使い、自由な発想で動作をカスタマイズすることができる。前後左右に装備された計4個の赤外線センサーにより、ロボットと通信可能。

レゴ WeDo 2.0 for home by アフレル
対象年齢：5歳から
価格：3万2,700円（税別）
レゴ WeDo 2.0 for home by アフレル

　レゴブロックを組み立てて動かすことで、プログラミング的思考が身に付く、家庭向けロボットプログラミング教材。レゴ WeDo 2.0の基本的な使い方からプログラムの作り方、アイコンの説明など、家庭での学びをサポートするガイド1冊とワークブック6冊が付属している。

教育版レゴ マインドストーム EV3 for home by アフレル デビューセット
対象年齢：10歳から
価格：6万3,300円（税別）
教育版レゴ マインドストーム EV3 for home by アフレル デビューセット

　基本的なロボットの組み立てから、プログラム基礎、モーターやセンサーの使い方など、1ステップずつ学習できる家庭向けロボットプログラミング教材。家庭での学びをサポートするテキストが含まれたセットで、オリジナルモデルの組み立て図や発展・応用課題により学びの意欲を高める。

　なお、レゴ エデュケーション正規代理店のアフレルは、レゴ ロボットプログラミング教材のクリスマスキャンペーンを12月25日まで実施。クリスマス向けのギフトラッピングやレゴグッズ、ワークブックなど期間限定の特典がある。対象商品は「レゴ WeDo 2.0 for home by アフレル」「教育版レゴ マインドストーム EV3 for home by アフレル デビューセット」。詳細はWebサイトで確認できる。

《リセマム 工藤めぐみ》",リセマム,ソフトバンク
「LG G8X ThinQ」レビュー、従来の2画面スマホにないメリットがあった,"
ソフトバンクから発売されるLGエレクトロニクス製の「LG G8X ThinQ」は、スマートフォン単体として利用できるだけでなく、専用のカバーを装着すると2画面になるという、新しい仕組みを備えたハイエンドスマートフォン。ディスプレイを増やすことでどのような使いかたができるのか、実力をチェックしていきましょう。写真で見る「ThinQ」 ゲームプレイ時は本体側ディスプレイをコントローラにできる単体ではスタンダードなハイエンドスマホ

まずはカバーを装着していない、G8X ThinQ単体をチェック。ディスプレイにはフルHD+（2,340×1,080ドット）解像度の6.4インチ有機ELディスプレイを採用しており、サイズはW76×H160×D8.4mm、重さ193gと、最近のハイエンドスマートフォンとしてはスタンダードな印象です。

指紋認証センサーもディスプレイに内蔵していることから、背面はカメラが2つのみと非常にシンプルなデザイン。しかも、G8X ThinQは、最近のハイエンドモデルとは違い、カメラ部分の出っ張りがなくフラットな点も好感が持てます。

一方で、惜しいのは、カラーバリエーションが「オーロラブラック」1色のみと少ない点。せめて2色はバリエーションがほしかったところです。また最近では、多くのハイエンドスマートフォンがベゼルを極限まで薄くしているだけに、後述するケースに入れる都合があるとはいえ、ベゼルがやや広いのも気になります。

続いて、カメラ性能について確認しましょう。G8X ThinQのカメラは、1,200万画素の標準カメラと1,300万画素の広角カメラの「デュアルカメラ」タイプ。これら2つのカメラを活用することで、背景をぼかしたポートレート撮影が可能なだけでなく、双方のカメラを切り替えての撮影も可能です。特に風景など広い範囲を撮影する場合は、広角カメラが大いに役立つでしょう。


また、G8X ThinQにはAI技術を活用した被写体の自動判別機能も備わっています。実は「ThinQ」という言葉は、LGエレクトロニクス独自のAI技術を用いたデバイスであることを指しており、そのAI技術を用いて幅広い撮影シーンに対応できるのです。

フロントには、3,200万画素というメインカメラより高い画素数のカメラを搭載。こちらも背景をぼかしたポートレート撮影に対応するなど、セルフィーに力が入っている印象です。

性能面では、チップセットにクアルコムの「Snapdragon 855」を搭載し、6GBのメモリを採用。ストレージは64GBとややもの足りない印象ですが、最大512GBまでのmicroSDに対応しているので、不足分はこちらで補えるでしょう。バッテリーは4,000mAhと大容量。Qiによるワイヤレス充電にも対応しています。

それに加えて、IPX5、IPX8・IP6Xの耐塵・防水性能、FeliCa、そしてフルセグのテレビチューナーを備えるなど、日本向けの対応もしっかりされています。特にフルセグは最近搭載機種が激減していることから、貴重な存在となりそうです。イヤホン端子もあり、最近のハイエンドモデルでは姿を消している要素の1つだけに、有線イヤホンにこだわる人にはメリットになるのではないでしょうか。

専用ケースを装着するとやや大きめの印象

そして、G8X ThinQの大きな特徴は、やはり別売りの専用ケース装着時の2画面ディスプレイ。この点がほかのスマートフォンにない魅力です。

これまで「MEDIAS W」「M」など、日本でも2画面ディスプレイを搭載したスマートフォンは販売されてきましたし、最近では1枚のディスプレイを直接折り畳める「Galaxy Fold」なども登場しています。ですが、それらは本体に2つのディスプレイ、あるいは大きなディスプレイを搭載する必要があることから、その分サイズが大きくなるうえ、バッテリーが持たない、値段が高い……などのデメリットがあったのも事実です。

G8X ThinQは、一方のディスプレイをケースに搭載したことで、普段はスマートフォン単体で利用し、必要に応じてディスプレイを追加できます。そのため、利用シーンの幅も広がりそうです。


ちなみに、このケースは360度回転する仕様となっており、開いて2画面で使用するのはもちろん、360度回転させて片手で使うことも可能。ただし、360度まで開くとケースでメインカメラ部分をふさぐため、ケース装着時は開いた状態で撮影する必要があります。

また、ケース装着時のサイズは開いた状態で約W164×H166×D15mm、重さ331gと、スマートフォンとしてはかなり大きなサイズ感になるのも注意が必要でしょう。重さに加え、閉じた状態ではより厚みが増すことから、ズボンのポケットに入れると、かなり大きいと感じます。外出先で2画面を利用したい場合は、ケースをしまえるカバンを用意しておいたほうがいいかもしれません。

2画面で2つのアプリを同時に動かせる

G8X ThinQの2画面ディスプレイが従来の2画面搭載機種と大きく異なるのが、スマートフォンにディスプレイを“足す”という発想で作られていること。Webブラウザなど一部のアプリでは2つのディスプレイを1つにして使う「ワイドモード」の利用も可能ですが、中央のヒンジ部分が太いためあまり見やすいとは言えません。

一方で、力が入っているのは、2つのディスプレイで異なるアプリを同時に使える点。G8X ThinQは2つのディスプレイで別々のアプリを動作できるのですが、それだけでは従来の2画面スマートフォンと大きな違いがないように思います。

では、G8X ThinQは何が優れているのかというと、独自の技術によって2つのアプリを同時に動かせることです。従来の2画面スマートフォンは、複数のアプリを起動しても、実際に動作するアプリは1つに限られており、同じアプリを複数画面で起動することもできませんでした。ですがG8X ThinQでは、「Google Chrome」を2つ起動して同時に別々のWebサイトを閲覧したり、『ポケモンGO』と『ドラゴンクエストウォーク』を同時にプレイしたりすることも可能なのです。

また、1つのアプリで2つのディスプレイを有効活用する仕組みもいくつか用意されているようです。例えば「ギャラリー」アプリでは、一方のディスプレイに表示されたサムネイル一覧で写真を選択すると、もう一方のディスプレイにその写真を表示できます。

そしてもう1つ、ゲームアプリを起動したときは、ナビゲーションバー左端のアイコンからゲームパッドを呼び出し、本体側のディスプレイをゲームパッドとして活用できます。コントローラーの種類は複数用意されていますが、基本的に外部接続のゲームパッドに対応したゲームでないと使えません。ただし、非対応のゲームであっても、少々手間はかかりますがカスタマイズによって独自のコントローラーを作成する機能が用意されています。

なお、本体側のディスプレイ右側面にある上にあるアイコンをタップしてメニューを表示することで、2画面に関連する操作が可能。具体的には、先に触れたワイドモードへの切り替えや、左右のディスプレイ表示の入れ替え、バッテリー節約のためケース側のディスプレイの電源を切るなどの操作を行えます。

G8X ThinQを実際に使ってみると、サイズが大きくなるとはいえ、やはり2画面ディスプレイには非常にメリットがあると感じました。単体のハイエンドスマートフォンとして見た場合、やや魅力が薄く目立たない印象があるのは惜しいですが、基本性能が非常に高いだけに、2画面活用に魅力を感じる人には大いにはおすすめできる機種といえるでしょう。",マイナビニュース,ソフトバンク
OJTの効果と効率を上げるコツは「分けて教えること」,"
　新人のOJTは順調に進んでいるでしょうか？　OJTとは、On the Job Training（実務を通じたトレーニング）のことです。新入社員を育成する育成担当者のことをOJT指導員と呼んだり、OJTトレーナーと呼んだります。2つのポイント　気が付けば、すぐに次の新入社員の入社が待っていますので、少しでも早く一人前になって欲しいと願う指導者も多いのではないでしょうか。

　早く一人前になってもらうために、今後ますます、多くの新しい仕事を新人に依頼することになると思います。その際に、新人にどのように仕事を教えるのが効率的なのか、連載第2回ではこの点について触れていきます。

仕事が忙しい中で、効率的に仕事を教える方法は？ 

　効率的に業務を教えるOJTアプローチで最も大切なことは、「分けて教える」ということです。教える側としては、「一気に説明して終わらせたい」「知っていることを全部吐き出して自分の仕事に戻りたい」という思いに駆られた経験が一度や二度はあると思います。

　しかし教わる側の新人は、多くの情報を一度に教わってもなかなか頭に入ってきません。指導者が効率を追求して、レクチャーを一気に済ませようとすればするほど、実は“非効率的なOJTの道”に迷い込んでしまう可能性があるのです。

　仮に、新人に教える仕事量がそれほど多くなければ、一度に教えることもできるでしょう。しかし、仕事のボリュームが大きいと、一気に知識を詰め込むのは相当難しくなります。そんなときは、OJT場面で教える業務を分解し、順番に説明していくことで習得スピードを速めることができます。

新人に業務を教えるとき「業務分解のコツ」は？

　私は前職の人材開発部門で主に社内研修を担当しておりましたが、研修を実施するまでには大きく3つのプロセスがありました。

・研修実施までの流れ
・研修を企画する
・研修を開発する
・研修を実施する

　このように、自身の業務をプロセスで分けることができないかを考えてみます。研修業務を新人に教えるときは、まず研修実施までの全体像をつかませ、その上で1つだけ、例えば「研修の企画方法」のみをレクチャーしていきます。レクチャーを終えたら、すぐに新人の口から、研修の企画方法のポイントについて説明をさせ、気が付いたことをフィードバックし、質問もその場で受け付けます。また、「現状把握の進め方で、現場に確認する部分が不十分だったよ」「購買部門との調整の説明が抜けていたよ」など、気付いたことを指摘して、理解を深めていきます。

　それができたら次のステップに移ります。次のステップである「研修を開発する」へと進み、同様にレクチャー、フィードバック、質問を繰り返していきます。このように、OJTにおいては、教える内容を分けてステップ・バイ・ステップで教えていくと、新人の迷いも少なくなり、育成スピードが格段に上がります。

　この例では、研修実施までの一連のプロセスが明確に存在するので業務を分割しやすいといえるでしょう。

　もし、仕事を分解しづらいと感じたら、無理やりにでも3つに分けたり、2つに分けたりしてみると、分解のきっかけがつかめると思います。私はOJTにおいて仕事の分解に困ったときは、自分自身に次のような質問を投げかけるようにしています。

　「仮にこの業務を分けるとしたら、いくつに分けられるだろう？」

　「仮にこの業務を3つに分けるとしたら、どう分けられるだろう？」

　こう自分に質問を投げかけ、OJTで教えるべき業務を分解して、分かりやすくかつ効率的に新人に業務を教えていきましょう。

新人に手本を示すときに、注意すべきことは？ 

　OJTで新人に業務を教える際に、手本を示して教える指導者は非常に多くいます。それは、多くの指導者が「業務を新人に習得させるには、まずは手本を示すのが近道だ」と考えているからです。この「手本を示す」というOJTアプローチと、レクチャーを通じて教えるというOJTアプローチは大変似ています。それは、一方的に情報を発信しているという点です。

　手本を示している間は、伝えたい情報を一方的に発信し続け、新人にそれを一方的に見続けさせています。そして、なぜか多くの指導者は、新人に手本を一度示したら、「もう分かったはず」「理解したはず」と思ってしまいがちです。

　しかしながら、いくら新人に手本を示しても、本当に見てほしいところを見ているとは限りません。例えば、OJTで自身の営業先に新人を同行させ、「商談の様子を見せたい」と思ったとき、あなたなら何と言うでしょうか？

　指導者はよくこう言います。「お客さまと私のやりとりをしっかりと見ておくんだよ」。しかし、「お客さまとのやりとりをしっかり見ておくんだよ」という表現では、新人は、「ひとまず商談をしっかりと見ていればいいんだな」と、ぼんやりと接客全体をただ眺めているだけになってしまいがちです。そして、こちらが見てほしい肝心なところを見ておらず、いざ新人に1人でやらせてみると実践できないケースもあります。

　そのような事態を回避するには、「しっかりと見ておくんだよ」ではなく、「お客さまのニーズを把握する具体的な言葉をメモにとっておいて」と伝えるなど、「見るべきポイントを具体的に指示」しなければいけません。それが、業務の習得スピードを早めることにもつながります。

　OJTにおいて、何かをやってみせるときは、「どこに視点を定めればいいのか」をはっきりと示した上で手本を示すのが効果的です。

手本を示すときに、見るべきポイントを複数にしてもいいか？

　新人がフォーカスして見ることに慣れてきたら、複数の見どころを伝えるようにしましょう。そうすることで育成効率が上がっていくからです。ここでは前職の研修の例で説明します。研修では外部から招いた講師に登壇いただく際、社員の前でオープニングの司会を務めることがあります。初めて新人にその司会のシーンを見せる際は、次のように伝えます。

　「いまから外部講師を招いて、オープニングでの司会シーンを見てもらいますが、3つのポイントに注意して見てください。1つ目は、第一声の声量。2つ目は第一声を発するときの表情、そして3つ目は、参加者を見る際の視線の動かし方。まずは、この3つを見て、気が付いたところをメモしてください」。

　このように指示して手本を示したら、別途時間を作って「私を社員と見立てて、先ほどの3つを意識して実際にオープニングの司会をやってみてください」と伝え、ロールプレイングを通じて、上記3つのポイントの理解度を確認していきます。OJTにおいて手本を示すときは、見どころを先に教えてから実践させたほうが効率よくスキルが身につきます。「取りあえず見てね」だけでは手本を示したことにならないのです。

　以上、OJTにおいて新人を効率的、効果的に育成する方法を2つの視点からお伝えしました。業務を教えるときは「分けて教える」、手本を示すときは「見どころを教える」。ぜひ試してみてください。

著者プロフィール・島村公俊（しまむらきみとし）

人事系コンサルティング会社を経験後、2006年ソフトバンク（旧ボーダフォン）入社。ソフトバンクユニバーシティの立ち上げに参画し、研修の内製化をリードする。

日本HRチャレンジ大賞人材育成部門優秀賞、ソフトバンクアワードの受賞をはじめ、アジア初で米国教育機関よりPike’s Peak Awardを受賞。その他、千人規模の新人研修やエルダー（OJT、メンター）教育にも携わり、新人、若手の早期育成にも貢献する。

2015年に講師ビジョン株式会社創業。社内講師の育成トレーニング、OJTトレーナー研修、新人研修などを提供する。近著に『10秒で新人を伸ばす質問術』（東洋経済新報社）がある。",ITmedia ビジネスオンライン,ソフトバンク
28日の朝刊（都内最終版）☆1,"
【1面トップ】
〔朝日〕女川2号機、新基準「適合」　規制委、地震・津波対策を了承　来年度後半にも再稼働か
〔毎日〕女川2号　新基準「適合」　規制委　東北の原発で初
〔読売〕ネット　利便性の裏　個人情報集め広告利用　スマホ数秒　あなたの行動丸わかり〔乱流　巨大IT（上）〕
〔日経〕ネット閲覧情報の第三者提供　利用者の同意　義務付け　個人情報保護委　嗜好分析　乱用歯止め
〔産経〕女川2号機　再稼働「合格」　規制委　被災原発2基目　29メートル防潮堤　総延長800メートル
〔東京〕？　な校則　一斉廃止　下着の色・男女別の髪形指定…　世田谷区立中　来年度
【他の1面独自記事】
◆新国立　非課税へ　民営化後の固定資産税（毎日）
【共通ニュース】
◆75歳以上　2割負担検討　医療費　政府、実施時期調整
◆ゲーム依存　生活影響　10～29歳の18％「平日3時間以上」　厚労省
◆iPSからひざ軟骨　移植手術めざす　来年度にも1例目　京大、臨床研究を申請
◆パート厚生年金、2段階拡大　厚労省調整　従業員51人以上に
◆基金案　原告側が反対　徴用工　韓国議長に抗議
◆タッチレス改札　発車準備　スマホアプリ　かばんの中でもOK　JR東　2～3年後目標
◆芸能事務所退所後の活動禁止契約は違法　公取委
◆医薬品卸大手4社　談合か　受注700億円　刑事告発視野　公取委強制調査
【日経】
◆企業版ふるさと納税を拡充　5年延長・税負担軽減9割　政府・与党調整(1)
◆海上で高速通信　ソフトバンクと組む　商船三井、遠隔操船に道(1)
◆キャッシュレス　利用増4割　コンビニが45％　中小支援とずれ　ポイント還元　1万人調査(3)
◆防衛省、「将来戦闘機」研究・開発へ　来年度に数百億円要求　日本主導、米欧と協力視野(4)
◆電子書類　来年度に認定制　総務省、「本物」にお墨付き　消費税インボイス見据え(5)
◆税の「利息」引き下げ　還付加算金1．6％→1．1％に(5)
【日刊工業】
◆世界・社会・暮らしを豊かに　新規ビジネス創出　新たな100年へ「3分野」軸　〔挑戦する企業　住友商事(1)〕(1)
◆発注側・下請け　認識格差　取引適正化企業庁小委　手形払い、なお過半(2)
◆MSJ　納期維持に全力　三菱重工社長、延期回避へ(3)
【フジサンケイ　ビジネスアイ】
◆女川原発2号機　再稼働「合格」　規制委　審査に6年、被災2基目(1)
◆世界の最新技術　一堂に　過去最大規模で開幕　鉄道技術展(1)
◆有望投資先、インドが首位　19年度　中国2位転落、対米摩擦影響(3)
（続）",時事通信,ソフトバンク
